Case #,Incident Code,Reported,Case Status,Start Occurred,End Occurred,Building,Location,Stolen,Damaged,Description,,
14005124,ASSAULT - NON DOMESTIC,10/30/2014 13:33,Cleared by Exception,,,Military & Naval Science,"1360 Vine St (UNL SUPPORT FACILITY (office, service))",,,Belated third hand information received regarding a possible physical altercation between UNL students. Attempts being made to gather more information.,,
14005125,SS - CHECK WELFARE OF PERSON,10/30/2014 14:41,Cleared by Exception,,,, (UNL RESIDENCE HALL),,,UNLPD received third hand information regarding a possible unwelcome behavior from a UNL student towards another UNL student. UNLPD is attempting to corroborate the information.,,
14005129,DISTURBANCE - BETWEEN NEIGHBORS,10/30/2014 16:09,Cleared by Exception,10/14/2014 13:00,10/30/2014 16:09,, (MULTI-DWELLING (7 + UNITS) off campus),,,UNL student reported problems with off campus non UNL affiliated neighbors.  No immediate safety concern.,,
14005133,DISTURBANCE - OTHER,10/30/2014 18:02,Cleared by Exception,9/30/2014 0:00,10/30/2014 18:02,, (MULTI-DWELLING (7 + UNITS) off campus),,,Disturbance between two UNL students who live together off campus. No problems at this time.,,
14005134,FIRE - FALSE ALARM,10/30/2014 19:54,Cleared by Exception,10/30/2014 19:54,,Beta Theta Phi,1515 R St. (OFF CAMPUS/GREEK HOUSING),,,"Fire alarm, unknown cause, at Beta Theta Phi, alarm reset by LFR.",,
14005153,VANDALISM - OTHER,10/31/2014 13:16,Inactive,,,Hamilton Hall,639 North 12th St (UNL ACADEMIC BUILDING),$0.00,$10.00,UNL Custodial Services reported someone had missed the toilet on the 4th floor of Hamilton Hall.,,
14005156,ACCIDENTS - P.D. H&R NOT REPORTABLE,10/31/2014 16:11,Inactive,10/21/2014 15:25,10/31/2014 16:11,50/50 Building,1801 R Street (GOVT PARKING GARAGE (UNL)),,,Belated report of a hit and run on the second level of the parking garage.  Damage consisted of scraping on the front passenger side bumper.,,
14005158,LOST OR STOLEN ITEM,10/31/2014 18:11,Inactive,10/29/2014 18:30,10/31/2014 18:00,Nebraska Union,"1400 R St (UNL SUPPORT FACILITY (office, service))",$100.00,$0.00,Report of a stolen Silver Trek bicycle from the north side of building.,,
14005161,ALCOHOL - MINOR IN POSSESSION,10/31/2014 22:49,Cleared by Arrest,10/31/2014 22:49,,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),,,"Eight UNL students were cited and released for MIPC. BrAC's : 0.010, 0.028, 0.096, 0.029, 0.021, 0.008, 0.014 and 0.050.",,
14005164,ALCOHOL - MINOR IN POSSESSION,11/1/2014 0:53,Cleared by Arrest,11/1/2014 0:53,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),,,"Four UNL students were cited and released for MIP. One UNL student was cited and released for MIP, lodged on a Lancaster County Warrant.",,
14005170,ALCOHOL - DWI,11/1/2014 1:54,Cleared by Arrest,11/1/2014 1:54,,,N 17TH ST & Q ST (STREET),,,"A non-UNL affiliate was cited for DWI, MIPC, No Headlights and was transported to The Bridge where he was released to the care of staff. BrAC 0.163.",,
14005168,LARCENY - STOLEN BIKE,11/1/2014 2:06,Cleared by Arrest,11/1/2014 2:06,,Canfield Administration Building,503 N 14th (SIDEWALK),$150.00,$0.00,A UNO student was cited and released for Theft of a bicycle.,,
14005172,ALCOHOL - MINOR IN POSSESSION,11/1/2014 3:34,Cleared by Arrest,11/1/2014 3:34,,Harper Hall,1150 North 14th St (SIDEWALK),,,UNL student was contacted on the north side of Harper Hall due to him being intoxicated.  Cited for MIPC and released to staff at The Bridge.  BAC 0.179.,,
14005173,ALCOHOL - MINOR IN POSSESSION,11/1/2014 4:53,Cleared by Arrest,11/1/2014 4:53,,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),,,A UNL student was cited for MIPC and transported to The Bridge. BrAC 0.113.,,
14005183,ALCOHOL - DRUNK,11/1/2014 15:41,Cleared by Arrest,11/1/2014 15:41,,,"625 T St (UNL SUPPORT FACILITY (office, service))",,,Non student resisted officers while at the UNL Processing Center (UNL Football Game).  Cited/lodged for Obstructing a Peace Officer (.201 BAC).,,
14005186,ASSAULT - NON DOMESTIC,11/1/2014 16:55,Inactive,11/1/2014 16:30,11/1/2014 16:45,Ed Weir Track,"1200 Vine St. (UNL SUPPORT FACILITY (office, service))",,,"A juvenile was punched in the face by another, causing a bloody nose. Parents requested the incident not be handled criminally by police.",,
14005197,MEDICAL EMERGENCY,11/2/2014 1:12,Cleared by Exception,11/2/2014 1:12,,Burr Hall,1701 North 35th St (UNL RESIDENCE HALL),,,A non-UNL student was transported to Bryan LGH West for further treatment.,,
14005198,ALCOHOL - BUY/PROCURE FOR MINORS,11/2/2014 1:12,Cleared by Arrest,11/1/2014 23:00,11/2/2014 0:30,Burr Hall,1701 North 35th St (UNL RESIDENCE HALL),,,A UNL student was cited and released for Procuring Alcohol to a Minor after being contacted on a medical call.,,
14005199,ALCOHOL - DRUNK,11/2/2014 2:55,Cleared by Exception,11/2/2014 2:55,,300 N. 17th St,300 N 17th St (GOVT PARKING GARAGE (UNL)),,,A non-UNL student was placed into civil protective custody and transported to The Bridge. BrAC 0.204.,,
14005200,ALCOHOL - MINOR IN POSSESSION,11/2/2014 3:07,Cleared by Arrest,11/2/2014 3:07,,Harper Hall,1150 North 14th St (UNL RESIDENCE HALL),,,A UNL student was cited and released for MIPC . BrAC 0.130.,,
14005201,ALCOHOL - MINOR IN POSSESSION,11/2/2014 4:21,Cleared by Arrest,11/2/2014 4:21,,Eastside Suites,433 North 19th Street (SIDEWALK),,,A UNL student was cited for MIPC and transported to The Bridge. BrAC 0.270.,,
14005203,OUTSIDE - O.P.S. OTHER,11/2/2014 8:27,Inactive,11/2/2014 8:08,,UNL Police,"300 North 17th St. (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,UNLPD assisted LPD in reviewing videos in reference to an LPD case.,,
14005233,VANDALISM - OTHER,11/3/2014 9:16,Inactive,10/31/2014 16:00,11/1/2014 18:00,Military & Naval Science,"1360 Vine St (UNL SUPPORT FACILITY (office, service))",$0.00,$100.00,Vandalism to an interior door.,,
14005234,VANDALISM - OTHER,11/3/2014 10:17,Inactive,10/27/2014 16:00,10/28/2014 9:00,Phi Kappa Theta,303 North 17th (OFF CAMPUS/GREEK HOUSING),$0.00,$60.00,Mountain bicycle on the north side of the building was damaged by an unknown person(s).,,
14005245,DISTURBANCE - OTHER,11/3/2014 22:24,Cleared by Exception,11/3/2014 22:24,,50/50 Building,1801 R Street (MULTI-DWELLING (7 + UNITS) off campus),,,A disturbance between several students regarding a continuing issue.  The responsible party was warned about his behavior.,,
14005252,LARCENY - FROM MOTOR VEHICLE,11/4/2014 9:26,Unfounded,11/3/2014 20:30,11/3/2014 21:10,Bob Devaney Sports Center,1600 Court St (GOVT PARKING LOT (UNL)),"$1,100.00",$0.00,Belated report of a stolen laptop computer.  Victim reported the laptop stolen from his vehicle while parked at the Bob Devaney Center.,,
14005254,SEX OFFENSE - SODOMY,11/4/2014 10:30,Closed - Cleared by Exception,10/31/2014 14:00,10/31/2014 14:30,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,Report of possible sexual assault in Abel Hall,,
14005255,ACCIDENTS - P.D. H&R NOT REPORTABLE,11/4/2014 17:08,Cleared by Exception,,,Stadium Loop Parking Lot, (GOVT PARKING LOT (UNL)),$0.00,$200.00,"UNL student reported a hit and run accident occurring in the A 10 Loop, after review of cameras, it showed that the accident did no occur on Campus.",,
14005258,MEDICAL EMERGENCY,11/5/2014 1:01,Cleared by Exception,11/5/2014 1:01,,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),,,A student suffered a medical emergency.  Transported to the hospital with a non-life threatening illness.,,
14005260,NARCOTICS - POSSESSION,11/5/2014 1:59,Cleared by Arrest,11/5/2014 1:59,,The Village,1055 North 16 St. (UNL RESIDENCE HALL),$0.00,$0.00,2 students were contacted in a room on a narcotics complaint.  One was cited/released for Possession of Marijuana < 1 oz. and MIP.  The other was cited/released for MIP.,,
14005262,DISTURBANCE - OTHER,11/5/2014 10:57,Inactive,11/5/2014 10:57,11/5/2014 10:57,, (UNL ACADEMIC BUILDING),$0.00,$0.00,Ongoing issue of unwanted and malicious emails being received regarding a faculty member.,,
14005269,LARCENY - STOLEN BIKE,11/5/2014 14:18,Inactive,11/3/2014 15:00,11/5/2014 13:30,, (SIDEWALK),$529.00,$0.00,"Bike taken from racks by Kaufmann Hall, $529 loss.",,
14005280,LOST OR STOLEN ITEM,11/5/2014 21:11,Cleared by Exception,11/5/2014 18:45,11/5/2014 20:45,Bob Devaney Sports Center,"1600 Court St (UNL SUPPORT FACILITY (office, service))",$600.00,$0.00,A UNL staff member reported her wedding ring and key lost while attending the NU Volleyball game.,,
14005281,LOST OR STOLEN ITEM,11/5/2014 21:19,Inactive,11/5/2014 17:55,11/5/2014 18:15,Nebraska Union,"1400 R St (UNL SUPPORT FACILITY (office, service))",$350.00,$0.00,A UNL student reported her phone lost or stolen from the City Union.,,
14005283,MEDICAL EMERGENCY,11/5/2014 21:39,Cleared by Exception,11/5/2014 21:20,11/5/2014 21:39,Vine Street Rec Fields,700 North 17th Street (GOVT LOT/FIELD (UNL)),,,A UNL student was transported to Bryan LGH West for further medical treatment after sustaining an injury playing flag football.,,
14005282,NARCOTICS - POSSESSION,11/5/2014 21:45,Closed - Cleared by Arrest-Adult,11/5/2014 21:45,,Eastside Suites,433 North 19th Street (UNL RESIDENCE HALL),$0.00,$0.00,Officers were called to investigate a narcotics complaint. Investigation on-going.,,
14005288,LOST OR STOLEN ITEM,11/6/2014 12:12,Cleared by Exception,11/6/2014 11:10,11/6/2014 11:30,Hamilton Hall,639 North 12th St (UNL ACADEMIC BUILDING),"$1,500.00",$0.00,UNL student reports leaving/losing her ring in the women's restroom in Hamilton Hall.,,
14005289,TRESPASSING,11/6/2014 15:19,Cleared by Exception,11/4/2014 12:00,11/6/2014 15:00,Rogers Memorial Farm,18600 Adams Street (GOVT LOT/FIELD (UNL)),$0.00,$500.00,Report of a vehicle driving through a fence on the northeast corner of the property.  Damage consisted of fence posts pushed over and fencing on the ground.,,
14005290,FRAUD - CREDIT CARDS/ATM/BANK CARD,11/6/2014 16:20,Inactive,,,Lambda Chi Alpha,1645 R St (INTERNET/CYBERSPACE),,,UNL student reported that unknown person used their debit card to buy a purse on line. Student only wanted report for bank.,,
14005297,TRAFFIC - SUSPENDED DRIVER,11/7/2014 0:03,Cleared by Arrest,11/7/2014 0:03,,,MERRILL ST & N 33RD ST (STREET),,,A non-UNL affiliate was cited and released for Speeding and DUS.,,
14005300,ALCOHOL - MINOR IN POSSESSION,11/7/2014 2:01,Cleared by Arrest,11/7/2014 2:01,,Kappa Delta,405 University Terrace (OFF CAMPUS/GREEK HOUSING),,,A UNL student was cited and released for MIPC. No BrAC obtained.,,
14005302,LARCENY - FROM MOTOR VEHICLE,11/7/2014 4:25,Inactive,11/7/2014 4:25,11/7/2014 4:25,Acacia,2255 Vine St. (OFF CAMPUS/GREEK HOUSING),$100.00,$0.00,A UNL student reported someone entered his vehicle and took several items.,,
14005311,LARCENY - FROM BUILDING,11/7/2014 17:11,Inactive,11/2/2014 0:00,11/4/2014 13:00,Pound Hall,513 North 17th St (UNL RESIDENCE HALL),$568.00,$0.00,UNL student reports a Playstation along with two games stolen from the 6th floor lounge.,,
14005315,ALCOHOL - MINOR IN POSSESSION,11/8/2014 1:09,Cleared by Arrest,11/8/2014 1:09,,,Q ST & N 17TH ST (SIDEWALK),$0.00,$0.00,A UNL student was contacted for displaying signs of extreme impairment due to alcohol consumption.  The student was issued a citation for MIP and Fake ID and taken to The Bridge with a .193 BAC.,,
14005318,MEDICAL EMERGENCY,11/8/2014 2:06,Cleared by Exception,11/8/2014 2:06,,,CENTENNIAL MALL & P ST (STREET),,,"A male, non-student, was extremely intoxicated and fell injuring his face.  He was transported to Bryan West Hospital with non-life threatening injuries.",,
14005322,ALCOHOL - DWI,11/8/2014 2:29,Cleared by Arrest,11/8/2014 2:29,,,N 14TH ST & R ST (STREET),,,A vehicle was stopped for a traffic violation.  The driver and passenger were found to be intoxicated.  Driver was issued a citation for DUI and Negligent driving and turned over to the staff at The Bridge.  The passenger was also turned over to the staff at The Bridge.,,
14005321,ALCOHOL - MINOR IN POSSESSION,11/8/2014 2:43,Cleared by Arrest,11/8/2014 2:43,,Schramm Hall,1130 North 14th St (UNL RESIDENCE HALL),,,A UNL Student was contacted for being intoxicated.  He was issued a citation for MIP-C and released.,,
14005329,OUTSIDE CRIME - REPORTS OUTSIDE JURISDICTION,11/8/2014 14:26,Inactive,10/17/2014 15:02,10/24/2014 15:02,, (UNKNOWN),,,UNL student requested a report of theft occurring in another country. For documental purposes only.,,
14005337,SEX OFFENSE - RAPE,11/8/2014 18:27,Cleared by Exception,11/8/2014 2:00,11/8/2014 3:00,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),,,UNL student reported a sexual assault occurring in the residence hall.  Investigation is ongoing.,,
14005416,ALCOHOL - BUY/PROCURE FOR MINORS,11/8/2014 18:27,Cleared by Arrest,11/7/2014 20:00,11/8/2014 2:00,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),,,Belated report of a non-student buying and procuring alcohol to under aged UNL Students.,,
14005339,TRAFFIC - SUSPENDED DRIVER,11/8/2014 22:57,Cleared by Arrest,11/8/2014 22:57,,,N 17TH ST & Y ST (STREET),,,A non-UNL affiliate was cited for DUS and transported to Lancaster County Corrections on a warrant.,,
14005352,FIRE - FALSE ALARM,11/9/2014 21:28,Cleared by Exception,11/9/2014 21:28,,2224 U Street,2224 U St. (UNL APARTMENT),,,A pull station was activated by a small child.  No fire and no damage.,,
14005353,TRAFFIC - SUSPENDED DRIVER,11/9/2014 22:52,Cleared by Arrest,11/9/2014 22:52,,,N 17TH ST & R ST (STREET),,,A non-student was contacted on a traffic stop for speeding.  He was found to be suspended.  Cited and released for DUS and Speeding.,,
14005355,MEDICAL EMERGENCY,11/10/2014 8:40,Cleared by Exception,11/10/2014 8:40,,Sigma Chi ,1510 Vine St. (OFF CAMPUS/GREEK HOUSING),,,UNL student transported to Bryan West for skateboard related injuries suffered the previous day.,,
14005358,MEDICAL EMERGENCY,11/10/2014 11:58,Cleared by Exception,11/10/2014 11:58,,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),,,UNL staff member transported to Bryan East after experiencing chest pains.,,
14005361,LOST OR STOLEN ITEM,11/10/2014 13:29,Inactive,11/8/2014 1:45,11/8/2014 2:15,,N 16TH ST & S ST (UNKNOWN),$200.00,$0.00,"UNL student reported losing their I Phone 5 in the area of 16th and S Street and !0th and Charleston, $200 loss.",,
14005365,ACCIDENTS - P.D. NOT REPORTABLE,11/10/2014 18:21,Cleared by Exception,11/10/2014 18:18,,Mabel Lee Hall,840 North 14th St (GOVT PARKING LOT (UNL)),$0.00,$500.00,"UNL staff member reported hitting and open gate on the north side of Mabel Lee Hall, $500 damage to vehicle.",,
14005366,NARCOTICS - OTHER,11/10/2014 19:37,Unfounded,11/10/2014 19:37,,Harper Hall,"1150 North 14th St (UNL SUPPORT FACILITY (office, service))",,,"Smell of Marijuana coming from a room in Harper Hall, contact was made with room no Marijuana was found.",,
14005368,NARCOTICS - OTHER,11/10/2014 21:27,Unfounded,11/10/2014 21:27,,Eastside Suites,433 North 19th Street (UNL RESIDENCE HALL),,,"Report of smell of marijuana in Eastside Suites, contact was made with a room, search was negative for marijuana.",,
14005373,MEDICAL EMERGENCY,11/11/2014 4:04,Cleared by Exception,11/11/2014 4:04,,University Suites,"1780 ""R"" Street (UNL RESIDENCE HALL)",,,A student suffered a medical emergency.  They were transported to the hospital with non life threatening injuries.,,
14005374,ACCIDENTS - P.D. H&R NOT REPORTABLE,11/11/2014 8:13,Inactive,11/11/2014 8:13,,,N 10TH ST & T ST (STREET),$0.00,$150.00,UNL student involved in a two vehicle non injury hit and run accident occurring near 10th and T Street.  Damage was minor.,,
14005376,FIRE - FALSE ALARM,11/11/2014 10:48,Cleared by Exception,11/11/2014 10:48,,,"1976 N. 42nd St. (UNL SUPPORT FACILITY (office, service))",,,No fire.  Alarm caused by a autoclave/boiler.  No damage.,,
14005382,MEDICAL EMERGENCY,11/11/2014 15:40,Cleared by Exception,,,College of Dentistry,3975 Potter St (UNL ACADEMIC BUILDING),,,Non student fainted causing a laceration above the right eye.  LFR transported to BryanLGH West for further evaluation.,,
14005388,BURGLARY,11/12/2014 0:30,Open,,,Burnett Hall,1220 T St (UNL ACADEMIC BUILDING),$0.00,"$2,000.00",2 large window panes were broken on an academic building in an attempt to gain entry by unknown persons. Evidence recovered.  The investigation is ongoing.  Damages estimate at $2000.00.  No items known stolen at this time.,,
14005393,LARCENY - STOLEN BIKE,11/12/2014 10:18,Inactive,10/29/2014 8:00,11/5/2014 17:00,Andrews Hall,625 North 14th St (UNL ACADEMIC BUILDING),$402.00,$0.00,Locked bicycle stolen from the bike racks on the northwest corner of the building.,,
14005395,FORGERY - ALL OTHER,11/12/2014 12:35,Closed - Cleared by Arrest-Adult,10/28/2014 10:54,,, (INTERNET/CYBERSPACE),,,Belated report of a possible forgery that occurred at an off campus location.,,
14005396,NARCOTICS - POSSESSION,11/12/2014 14:01,Cleared by Arrest,11/12/2014 14:01,,Robert E. Knoll Residence Center,440 N 17th Street (UNL RESIDENCE HALL),$0.00,$0.00,"Officers responded to the smell of marijuana on the fourth floor.  UNL student cited/released for Possession of Marijuana < 1 oz (2 grams), Paraphernalia and MIP.",,
14005404,DISTURBANCE - OTHER,11/13/2014 0:44,Cleared by Exception,11/13/2014 0:44,,Sandoz Hall,820 North 17th St (UNL RESIDENCE HALL),,,Officers responded to a disturbance in Sandoz Hall.,,
14005405,FIRE - FALSE ALARM,11/13/2014 1:20,Cleared by Exception,11/13/2014 1:20,,Chi Omega,480 North 16th St. (OFF CAMPUS/GREEK HOUSING),,,Officer responded with LFR  to a fire alarm that was accidently activated at Chi Omega.,,
